20151209231223,18.243.7.76,54887,18.102.214.15,5001,5,15.0-15.5,4456448,71303168
20151209231224,18.243.7.76,54887,18.102.214.15,5001,5,15.5-16.0,4849664,77594624
20151209231224,18.243.7.76,54887,18.102.214.15,5001,5,16.0-16.5,5767168,92274688
20151209231225,18.243.7.76,5001,18.102.214.15,34801,4,15.5-16.0,4808808,76940928
20151209231225,18.243.7.76,5001,18.102.214.15,34801,4,16.0-16.5,0,0
20151209231225,18.243.7.76,5001,18.102.214.15,34801,4,16.5-17.0,427160,6834560
20151209231225,18.243.7.76,54887,18.102.214.15,5001,5,16.5-17.0,5898240,94371840
20151209231225,18.243.7.76,5001,18.102.214.15,34801,4,17.0-17.5,5616792,89868672
20151209231225,18.243.7.76,54887,18.102.214.15,5001,5,17.0-17.5,5242880,83886080
20151209231226,18.243.7.76,5001,18.102.214.15,34801,4,17.5-18.0,5694984,91119744
20151209231226,18.243.7.76,54887,18.102.214.15,5001,5,17.5-18.0,4849664,77594624
20151209231226,18.243.7.76,54887,18.102.214.15,5001,5,18.0-18.5,5242880,83886080
20151209231227,18.243.7.76,54887,18.102.214.15,5001,5,18.5-19.0,5898240,94371840
20151209231227,18.243.7.76,54887,18.102.214.15,5001,5,19.0-19.5,5767168,92274688
20151209231227,18.243.7.76,5001,18.102.214.15,34801,4,18.0-18.5,4326624,69225984
20151209231227,18.243.7.76,5001,18.102.214.15,34801,4,18.5-19.0,0,0
20151209231227,18.243.7.76,5001,18.102.214.15,34801,4,19.0-19.5,0,0
20151209231228,18.243.7.76,5001,18.102.214.15,34801,4,19.5-20.0,738480,11815680
20151209231228,18.243.7.76,54887,18.102.214.15,5001,5,19.5-20.0,5898240,94371840
20151209231228,18.243.7.76,5001,18.102.214.15,34801,4,20.0-20.5,5693536,91096576
20151209231228,18.243.7.76,54887,18.102.214.15,5001,5,20.0-20.5,4194304,67108864
20151209231229,18.243.7.76,5001,18.102.214.15,34801,4,20.5-21.0,5761592,92185472
20151209231229,18.243.7.76,54887,18.102.214.15,5001,5,20.5-21.0,3145728,50331648
