20151209230845,18.243.7.76,54862,18.102.214.15,5001,5,15.0-15.5,2490368,39845888
20151209230845,18.243.7.76,5001,18.102.214.15,46556,4,15.5-16.0,5796344,92741504
20151209230845,18.243.7.76,54862,18.102.214.15,5001,5,15.5-16.0,2228224,35651584
20151209230846,18.243.7.76,54862,18.102.214.15,5001,5,16.0-16.5,4980736,79691776
20151209230846,18.243.7.76,54862,18.102.214.15,5001,5,16.5-17.0,5898240,94371840
20151209230847,18.243.7.76,5001,18.102.214.15,46556,4,16.0-16.5,1718776,27500416
20151209230847,18.243.7.76,5001,18.102.214.15,46556,4,16.5-17.0,0,0
20151209230847,18.243.7.76,5001,18.102.214.15,46556,4,17.0-17.5,3463616,55417856
20151209230847,18.243.7.76,54862,18.102.214.15,5001,5,17.0-17.5,5111808,81788928
20151209230847,18.243.7.76,5001,18.102.214.15,46556,4,17.5-18.0,5767384,92278144
20151209230847,18.243.7.76,54862,18.102.214.15,5001,5,17.5-18.0,2883584,46137344
20151209230848,18.243.7.76,54862,18.102.214.15,5001,5,18.0-18.5,3014656,48234496
20151209230848,18.243.7.76,54862,18.102.214.15,5001,5,18.5-19.0,5767168,92274688
20151209230849,18.243.7.76,5001,18.102.214.15,46556,4,18.0-18.5,5553080,88849280
20151209230849,18.243.7.76,5001,18.102.214.15,46556,4,18.5-19.0,0,0
20151209230849,18.243.7.76,5001,18.102.214.15,46556,4,19.0-19.5,63712,1019392
20151209230849,18.243.7.76,54862,18.102.214.15,5001,5,19.0-19.5,5898240,94371840
20151209230849,18.243.7.76,5001,18.102.214.15,46556,4,19.5-20.0,5237416,83798656
20151209230849,18.243.7.76,54862,18.102.214.15,5001,5,19.5-20.0,4456448,71303168
20151209230850,18.243.7.76,5001,18.102.214.15,46556,4,20.0-20.5,5744216,91907456
20151209230850,18.243.7.76,54862,18.102.214.15,5001,5,20.0-20.5,3407872,54525952
20151209230850,18.243.7.76,54862,18.102.214.15,5001,5,20.5-21.0,3932160,62914560
20151209230851,18.243.7.76,54862,18.102.214.15,5001,5,21.0-21.5,5898240,94371840
20151209230851,18.243.7.76,5001,18.102.214.15,46556,4,20.5-21.0,3601176,57618816
20151209230851,18.243.7.76,5001,18.102.214.15,46556,4,21.0-21.5,0,0
20151209230851,18.243.7.76,5001,18.102.214.15,46556,4,21.5-22.0,1319128,21106048
20151209230851,18.243.7.76,54862,18.102.214.15,5001,5,21.5-22.0,5767168,92274688
20151209230852,18.243.7.76,5001,18.102.214.15,46556,4,22.0-22.5,5687744,91003904
20151209230852,18.243.7.76,54862,18.102.214.15,5001,5,22.0-22.5,4849664,77594624
20151209230852,18.243.7.76,5001,18.102.214.15,46556,4,22.5-23.0,5702224,91235584
20151209230852,18.243.7.76,54862,18.102.214.15,5001,5,22.5-23.0,4849664,77594624
20151209230853,18.243.7.76,54862,18.102.214.15,5001,5,23.0-23.5,5505024,88080384
20151209230853,18.243.7.76,54862,18.102.214.15,5001,5,23.5-24.0,5898240,94371840
20151209230854,18.243.7.76,5001,18.102.214.15,46556,4,23.0-23.5,1445104,23121664
20151209230854,18.243.7.76,5001,18.102.214.15,46556,4,23.5-24.0,0,0
20151209230854,18.243.7.76,5001,18.102.214.15,46556,4,24.0-24.5,3647512,58360192
20151209230854,18.243.7.76,54862,18.102.214.15,5001,5,24.0-24.5,4980736,79691776
20151209230854,18.243.7.76,5001,18.102.214.15,46556,4,24.5-25.0,5776072,92417152
20151209230854,18.243.7.76,54862,18.102.214.15,5001,5,24.5-25.0,2621440,41943040
20151209230855,18.243.7.76,5001,18.102.214.15,46556,4,25.0-25.5,5774624,92393984
20151209230855,18.243.7.76,54862,18.102.214.15,5001,5,25.0-25.5,2621440,41943040
20151209230855,18.243.7.76,54862,18.102.214.15,5001,5,25.5-26.0,5111808,81788928
20151209230856,18.243.7.76,54862,18.102.214.15,5001,5,26.0-26.5,5898240,94371840
20151209230856,18.243.7.76,5001,18.102.214.15,46556,4,25.5-26.0,1798416,28774656
20151209230856,18.243.7.76,5001,18.102.214.15,46556,4,26.0-26.5,0,0
20151209230856,18.243.7.76,5001,18.102.214.15,46556,4,26.5-27.0,3334744,53355904
20151209230856,18.243.7.76,54862,18.102.214.15,5001,5,26.5-27.0,5111808,81788928
20151209230857,18.243.7.76,5001,18.102.214.15,46556,4,27.0-27.5,5739872,91837952
20151209230857,18.243.7.76,54862,18.102.214.15,5001,5,27.0-27.5,3670016,58720256
20151209230857,18.243.7.76,54862,18.102.214.15,5001,5,27.5-28.0,3932160,62914560
20151209230858,18.243.7.76,54862,18.102.214.15,5001,5,28.0-28.5,5898240,94371840
20151209230858,18.243.7.76,5001,18.102.214.15,46556,4,27.5-28.0,4611880,73790080
20151209230858,18.243.7.76,5001,18.102.214.15,46556,4,28.0-28.5,0,0
20151209230858,18.243.7.76,5001,18.102.214.15,46556,4,28.5-29.0,563272,9012352
20151209230858,18.243.7.76,54862,18.102.214.15,5001,5,28.5-29.0,5767168,92274688
20151209230859,18.243.7.76,5001,18.102.214.15,46556,4,29.0-29.5,5686296,90980736
20151209230859,18.243.7.76,54862,18.102.214.15,5001,5,29.0-29.5,4456448,71303168
20151209230859,18.243.7.76,5001,18.102.214.15,46556,4,29.5-30.0,5742768,91884288
20151209230859,18.243.7.76,54862,18.102.214.15,5001,5,29.5-30.0,3670016,58720256
20151209230859,18.243.7.76,54862,18.102.214.15,5001,5,0.0-30.0,267649024,71312400
20151209230900,18.243.7.76,5001,18.102.214.15,46556,4,0.0-30.3,211812352,55998374
